case_id,case_name,topology,fault_family,fault_pu,duration_s,duration_ms,phase_mode,phase_rank,fault_phase_key,fault_phase_pu,fault_start_s,fault_stop_margin_s,fault_settle_s,chopper_threshold,rchop_scale,actor_filter_tau,phase_override,model_path,nearest_actor_case_id,nearest_actor_note,nearest_actor_exact,promotion_scope
topology2_a_hvrt_120ms_1p050pu,a_hvrt_120ms_1p050pu,topology2,HVRT,1.050,0.120,120,a,single,a,[1.050 1.000 1.000],0.035,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,fallback_balanced_hvrt_no_unbalanced_specialist,false,voltage_survival_boundary_probe
topology2_b_hvrt_120ms_1p050pu,b_hvrt_120ms_1p050pu,topology2,HVRT,1.050,0.120,120,b,single,b,[1.000 1.050 1.000],0.035,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,fallback_balanced_hvrt_no_unbalanced_specialist,false,voltage_survival_boundary_probe
topology2_c_hvrt_120ms_1p050pu,c_hvrt_120ms_1p050pu,topology2,HVRT,1.050,0.120,120,c,single,c,[1.000 1.000 1.050],0.035,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,fallback_balanced_hvrt_no_unbalanced_specialist,false,voltage_survival_boundary_probe
topology2_ab_hvrt_120ms_1p050pu,ab_hvrt_120ms_1p050pu,topology2,HVRT,1.050,0.120,120,ab,double,ab,[1.050 1.050 1.000],0.035,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,fallback_balanced_hvrt_no_unbalanced_specialist,false,voltage_survival_boundary_probe
topology2_bc_hvrt_120ms_1p050pu,bc_hvrt_120ms_1p050pu,topology2,HVRT,1.050,0.120,120,bc,double,bc,[1.000 1.050 1.050],0.035,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,fallback_balanced_hvrt_no_unbalanced_specialist,false,voltage_survival_boundary_probe
topology2_ca_hvrt_120ms_1p050pu,ca_hvrt_120ms_1p050pu,topology2,HVRT,1.050,0.120,120,ca,double,ca,[1.050 1.000 1.050],0.035,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,fallback_balanced_hvrt_no_unbalanced_specialist,false,voltage_survival_boundary_probe
topology2_balanced_hvrt_120ms_1p100pu,balanced_hvrt_120ms_1p100pu,topology2,HVRT,1.100,0.120,120,balanced,balanced,,,0.080,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,nearest_balanced_same_family,false,voltage_survival_boundary_probe
topology2_a_hvrt_120ms_1p100pu,a_hvrt_120ms_1p100pu,topology2,HVRT,1.100,0.120,120,a,single,a,[1.100 1.000 1.000],0.035,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,fallback_balanced_hvrt_no_unbalanced_specialist,false,voltage_survival_boundary_probe
topology2_b_hvrt_120ms_1p100pu,b_hvrt_120ms_1p100pu,topology2,HVRT,1.100,0.120,120,b,single,b,[1.000 1.100 1.000],0.035,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,fallback_balanced_hvrt_no_unbalanced_specialist,false,voltage_survival_boundary_probe
topology2_c_hvrt_120ms_1p100pu,c_hvrt_120ms_1p100pu,topology2,HVRT,1.100,0.120,120,c,single,c,[1.000 1.000 1.100],0.035,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,fallback_balanced_hvrt_no_unbalanced_specialist,false,voltage_survival_boundary_probe
topology2_ab_hvrt_120ms_1p100pu,ab_hvrt_120ms_1p100pu,topology2,HVRT,1.100,0.120,120,ab,double,ab,[1.100 1.100 1.000],0.035,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,fallback_balanced_hvrt_no_unbalanced_specialist,false,voltage_survival_boundary_probe
topology2_bc_hvrt_120ms_1p100pu,bc_hvrt_120ms_1p100pu,topology2,HVRT,1.100,0.120,120,bc,double,bc,[1.000 1.100 1.100],0.035,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,fallback_balanced_hvrt_no_unbalanced_specialist,false,voltage_survival_boundary_probe
topology2_ca_hvrt_120ms_1p100pu,ca_hvrt_120ms_1p100pu,topology2,HVRT,1.100,0.120,120,ca,double,ca,[1.100 1.000 1.100],0.035,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,fallback_balanced_hvrt_no_unbalanced_specialist,false,voltage_survival_boundary_probe
topology2_balanced_hvrt_120ms_1p150pu,balanced_hvrt_120ms_1p150pu,topology2,HVRT,1.150,0.120,120,balanced,balanced,,,0.080,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,nearest_balanced_same_family,false,voltage_survival_boundary_probe
topology2_a_hvrt_120ms_1p150pu,a_hvrt_120ms_1p150pu,topology2,HVRT,1.150,0.120,120,a,single,a,[1.150 1.000 1.000],0.035,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,fallback_balanced_hvrt_no_unbalanced_specialist,false,voltage_survival_boundary_probe
topology2_b_hvrt_120ms_1p150pu,b_hvrt_120ms_1p150pu,topology2,HVRT,1.150,0.120,120,b,single,b,[1.000 1.150 1.000],0.035,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,fallback_balanced_hvrt_no_unbalanced_specialist,false,voltage_survival_boundary_probe
topology2_c_hvrt_120ms_1p150pu,c_hvrt_120ms_1p150pu,topology2,HVRT,1.150,0.120,120,c,single,c,[1.000 1.000 1.150],0.035,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,fallback_balanced_hvrt_no_unbalanced_specialist,false,voltage_survival_boundary_probe
topology2_ab_hvrt_120ms_1p150pu,ab_hvrt_120ms_1p150pu,topology2,HVRT,1.150,0.120,120,ab,double,ab,[1.150 1.150 1.000],0.035,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,fallback_balanced_hvrt_no_unbalanced_specialist,false,voltage_survival_boundary_probe
topology2_bc_hvrt_120ms_1p150pu,bc_hvrt_120ms_1p150pu,topology2,HVRT,1.150,0.120,120,bc,double,bc,[1.000 1.150 1.150],0.035,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,fallback_balanced_hvrt_no_unbalanced_specialist,false,voltage_survival_boundary_probe
topology2_ca_hvrt_120ms_1p150pu,ca_hvrt_120ms_1p150pu,topology2,HVRT,1.150,0.120,120,ca,double,ca,[1.150 1.000 1.150],0.035,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,fallback_balanced_hvrt_no_unbalanced_specialist,false,voltage_survival_boundary_probe
topology2_balanced_hvrt_120ms_1p200pu,balanced_hvrt_120ms_1p200pu,topology2,HVRT,1.200,0.120,120,balanced,balanced,,,0.080,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,nearest_balanced_same_family,false,voltage_survival_boundary_probe
topology2_a_hvrt_120ms_1p200pu,a_hvrt_120ms_1p200pu,topology2,HVRT,1.200,0.120,120,a,single,a,[1.200 1.000 1.000],0.035,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,fallback_balanced_hvrt_no_unbalanced_specialist,false,voltage_survival_boundary_probe
topology2_b_hvrt_120ms_1p200pu,b_hvrt_120ms_1p200pu,topology2,HVRT,1.200,0.120,120,b,single,b,[1.000 1.200 1.000],0.035,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,fallback_balanced_hvrt_no_unbalanced_specialist,false,voltage_survival_boundary_probe
topology2_c_hvrt_120ms_1p200pu,c_hvrt_120ms_1p200pu,topology2,HVRT,1.200,0.120,120,c,single,c,[1.000 1.000 1.200],0.035,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,fallback_balanced_hvrt_no_unbalanced_specialist,false,voltage_survival_boundary_probe
topology2_ab_hvrt_120ms_1p200pu,ab_hvrt_120ms_1p200pu,topology2,HVRT,1.200,0.120,120,ab,double,ab,[1.200 1.200 1.000],0.035,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,fallback_balanced_hvrt_no_unbalanced_specialist,false,voltage_survival_boundary_probe
topology2_bc_hvrt_120ms_1p200pu,bc_hvrt_120ms_1p200pu,topology2,HVRT,1.200,0.120,120,bc,double,bc,[1.000 1.200 1.200],0.035,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,fallback_balanced_hvrt_no_unbalanced_specialist,false,voltage_survival_boundary_probe
topology2_ca_hvrt_120ms_1p200pu,ca_hvrt_120ms_1p200pu,topology2,HVRT,1.200,0.120,120,ca,double,ca,[1.200 1.000 1.200],0.035,0.125,0.020,780,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,promoted_topology2_balanced_hvrt110_60ms,fallback_balanced_hvrt_no_unbalanced_specialist,false,voltage_survival_boundary_probe
topology2_balanced_lvrt_200ms_0p750pu,balanced_lvrt_200ms_0p750pu,topology2,LVRT,0.750,0.200,200,balanced,balanced,,,0.080,0.125,0.020,780,0.65,0,true,data/models/hpt_t2_lvrt090_fr052_rr016_re008_phase_nonoise_actor_20260722_bc0.zip,promoted_topology2_balanced_lvrt090_60ms,nearest_balanced_same_family,false,voltage_survival_boundary_probe
topology2_a_lvrt_200ms_0p750pu,a_lvrt_200ms_0p750pu,topology2,LVRT,0.750,0.200,200,a,single,a,[0.750 1.000 1.000],0.035,0.125,0.020,780,0.65,0,false,data/models/hpt_trustregion_promotion_20260726_round1_07_topology2_a_lvrt090_60ms_unbalanced_chunk01.zip,promoted_topology2_a_lvrt090_60ms,nearest_unbalanced_a_same_family,false,voltage_survival_boundary_probe
topology2_b_lvrt_200ms_0p750pu,b_lvrt_200ms_0p750pu,topology2,LVRT,0.750,0.200,200,b,single,b,[1.000 0.750 1.000],0.035,0.125,0.020,780,0.65,0,false,data/models/hpt_trustregion_promotion_20260726_round1_07_topology2_a_lvrt090_60ms_unbalanced_chunk01.zip,promoted_topology2_a_lvrt090_60ms,nearest_unbalanced_a_same_family,false,voltage_survival_boundary_probe
topology2_c_lvrt_200ms_0p750pu,c_lvrt_200ms_0p750pu,topology2,LVRT,0.750,0.200,200,c,single,c,[1.000 1.000 0.750],0.035,0.125,0.020,780,0.65,0,false,data/models/hpt_trustregion_promotion_20260726_round1_07_topology2_a_lvrt090_60ms_unbalanced_chunk01.zip,promoted_topology2_a_lvrt090_60ms,nearest_unbalanced_a_same_family,false,voltage_survival_boundary_probe
topology2_ab_lvrt_200ms_0p750pu,ab_lvrt_200ms_0p750pu,topology2,LVRT,0.750,0.200,200,ab,double,ab,[0.750 0.750 1.000],0.035,0.125,0.020,780,0.65,0,true,data/models/hpt_t2_ab_lvrt090_warm_sac_reganchor_20260722.zip,promoted_topology2_ab_lvrt090_60ms,nearest_unbalanced_ab_same_family,false,voltage_survival_boundary_probe
topology2_bc_lvrt_200ms_0p750pu,bc_lvrt_200ms_0p750pu,topology2,LVRT,0.750,0.200,200,bc,double,bc,[1.000 0.750 0.750],0.035,0.125,0.020,780,0.65,0,true,data/models/hpt_t2_ab_lvrt090_warm_sac_reganchor_20260722.zip,promoted_topology2_ab_lvrt090_60ms,nearest_unbalanced_ab_same_family,false,voltage_survival_boundary_probe
topology2_ca_lvrt_200ms_0p750pu,ca_lvrt_200ms_0p750pu,topology2,LVRT,0.750,0.200,200,ca,double,ca,[0.750 1.000 0.750],0.035,0.125,0.020,780,0.65,0,true,data/models/hpt_t2_ab_lvrt090_warm_sac_reganchor_20260722.zip,promoted_topology2_ab_lvrt090_60ms,nearest_unbalanced_ab_same_family,false,voltage_survival_boundary_probe
topology2_balanced_lvrt_200ms_0p800pu,balanced_lvrt_200ms_0p800pu,topology2,LVRT,0.800,0.200,200,balanced,balanced,,,0.080,0.125,0.020,780,0.65,0,true,data/models/hpt_t2_lvrt090_fr052_rr016_re008_phase_nonoise_actor_20260722_bc0.zip,promoted_topology2_balanced_lvrt090_60ms,nearest_balanced_same_family,false,voltage_survival_boundary_probe
topology2_a_lvrt_200ms_0p800pu,a_lvrt_200ms_0p800pu,topology2,LVRT,0.800,0.200,200,a,single,a,[0.800 1.000 1.000],0.035,0.125,0.020,780,0.65,0,false,data/models/hpt_trustregion_promotion_20260726_round1_07_topology2_a_lvrt090_60ms_unbalanced_chunk01.zip,promoted_topology2_a_lvrt090_60ms,nearest_unbalanced_a_same_family,false,voltage_survival_boundary_probe
topology2_b_lvrt_200ms_0p800pu,b_lvrt_200ms_0p800pu,topology2,LVRT,0.800,0.200,200,b,single,b,[1.000 0.800 1.000],0.035,0.125,0.020,780,0.65,0,false,data/models/hpt_trustregion_promotion_20260726_round1_07_topology2_a_lvrt090_60ms_unbalanced_chunk01.zip,promoted_topology2_a_lvrt090_60ms,nearest_unbalanced_a_same_family,false,voltage_survival_boundary_probe
topology2_c_lvrt_200ms_0p800pu,c_lvrt_200ms_0p800pu,topology2,LVRT,0.800,0.200,200,c,single,c,[1.000 1.000 0.800],0.035,0.125,0.020,780,0.65,0,false,data/models/hpt_trustregion_promotion_20260726_round1_07_topology2_a_lvrt090_60ms_unbalanced_chunk01.zip,promoted_topology2_a_lvrt090_60ms,nearest_unbalanced_a_same_family,false,voltage_survival_boundary_probe
topology2_ab_lvrt_200ms_0p800pu,ab_lvrt_200ms_0p800pu,topology2,LVRT,0.800,0.200,200,ab,double,ab,[0.800 0.800 1.000],0.035,0.125,0.020,780,0.65,0,true,data/models/hpt_t2_ab_lvrt090_warm_sac_reganchor_20260722.zip,promoted_topology2_ab_lvrt090_60ms,nearest_unbalanced_ab_same_family,false,voltage_survival_boundary_probe
topology2_bc_lvrt_200ms_0p800pu,bc_lvrt_200ms_0p800pu,topology2,LVRT,0.800,0.200,200,bc,double,bc,[1.000 0.800 0.800],0.035,0.125,0.020,780,0.65,0,true,data/models/hpt_t2_ab_lvrt090_warm_sac_reganchor_20260722.zip,promoted_topology2_ab_lvrt090_60ms,nearest_unbalanced_ab_same_family,false,voltage_survival_boundary_probe
topology2_ca_lvrt_200ms_0p800pu,ca_lvrt_200ms_0p800pu,topology2,LVRT,0.800,0.200,200,ca,double,ca,[0.800 1.000 0.800],0.035,0.125,0.020,780,0.65,0,true,data/models/hpt_t2_ab_lvrt090_warm_sac_reganchor_20260722.zip,promoted_topology2_ab_lvrt090_60ms,nearest_unbalanced_ab_same_family,false,voltage_survival_boundary_probe
topology2_balanced_lvrt_200ms_0p850pu,balanced_lvrt_200ms_0p850pu,topology2,LVRT,0.850,0.200,200,balanced,balanced,,,0.080,0.125,0.020,780,0.65,0,true,data/models/hpt_t2_lvrt090_fr052_rr016_re008_phase_nonoise_actor_20260722_bc0.zip,promoted_topology2_balanced_lvrt090_60ms,nearest_balanced_same_family,false,voltage_survival_boundary_probe
topology2_a_lvrt_200ms_0p850pu,a_lvrt_200ms_0p850pu,topology2,LVRT,0.850,0.200,200,a,single,a,[0.850 1.000 1.000],0.035,0.125,0.020,780,0.65,0,false,data/models/hpt_trustregion_promotion_20260726_round1_07_topology2_a_lvrt090_60ms_unbalanced_chunk01.zip,promoted_topology2_a_lvrt090_60ms,nearest_unbalanced_a_same_family,false,voltage_survival_boundary_probe
topology2_b_lvrt_200ms_0p850pu,b_lvrt_200ms_0p850pu,topology2,LVRT,0.850,0.200,200,b,single,b,[1.000 0.850 1.000],0.035,0.125,0.020,780,0.65,0,false,data/models/hpt_trustregion_promotion_20260726_round1_07_topology2_a_lvrt090_60ms_unbalanced_chunk01.zip,promoted_topology2_a_lvrt090_60ms,nearest_unbalanced_a_same_family,false,voltage_survival_boundary_probe
topology2_c_lvrt_200ms_0p850pu,c_lvrt_200ms_0p850pu,topology2,LVRT,0.850,0.200,200,c,single,c,[1.000 1.000 0.850],0.035,0.125,0.020,780,0.65,0,false,data/models/hpt_trustregion_promotion_20260726_round1_07_topology2_a_lvrt090_60ms_unbalanced_chunk01.zip,promoted_topology2_a_lvrt090_60ms,nearest_unbalanced_a_same_family,false,voltage_survival_boundary_probe
topology2_ab_lvrt_200ms_0p850pu,ab_lvrt_200ms_0p850pu,topology2,LVRT,0.850,0.200,200,ab,double,ab,[0.850 0.850 1.000],0.035,0.125,0.020,780,0.65,0,true,data/models/hpt_t2_ab_lvrt090_warm_sac_reganchor_20260722.zip,promoted_topology2_ab_lvrt090_60ms,nearest_unbalanced_ab_same_family,false,voltage_survival_boundary_probe
topology2_bc_lvrt_200ms_0p850pu,bc_lvrt_200ms_0p850pu,topology2,LVRT,0.850,0.200,200,bc,double,bc,[1.000 0.850 0.850],0.035,0.125,0.020,780,0.65,0,true,data/models/hpt_t2_ab_lvrt090_warm_sac_reganchor_20260722.zip,promoted_topology2_ab_lvrt090_60ms,nearest_unbalanced_ab_same_family,false,voltage_survival_boundary_probe
topology2_ca_lvrt_200ms_0p850pu,ca_lvrt_200ms_0p850pu,topology2,LVRT,0.850,0.200,200,ca,double,ca,[0.850 1.000 0.850],0.035,0.125,0.020,780,0.65,0,true,data/models/hpt_t2_ab_lvrt090_warm_sac_reganchor_20260722.zip,promoted_topology2_ab_lvrt090_60ms,nearest_unbalanced_ab_same_family,false,voltage_survival_boundary_probe
topology2_balanced_lvrt_200ms_0p900pu,balanced_lvrt_200ms_0p900pu,topology2,LVRT,0.900,0.200,200,balanced,balanced,,,0.080,0.125,0.020,780,0.65,0,true,data/models/hpt_t2_lvrt090_fr052_rr016_re008_phase_nonoise_actor_20260722_bc0.zip,promoted_topology2_balanced_lvrt090_60ms,nearest_balanced_same_family,false,voltage_survival_boundary_probe
topology2_a_lvrt_200ms_0p900pu,a_lvrt_200ms_0p900pu,topology2,LVRT,0.900,0.200,200,a,single,a,[0.900 1.000 1.000],0.035,0.125,0.020,780,0.65,0,false,data/models/hpt_trustregion_promotion_20260726_round1_07_topology2_a_lvrt090_60ms_unbalanced_chunk01.zip,promoted_topology2_a_lvrt090_60ms,nearest_unbalanced_a_same_family,false,voltage_survival_boundary_probe
topology2_b_lvrt_200ms_0p900pu,b_lvrt_200ms_0p900pu,topology2,LVRT,0.900,0.200,200,b,single,b,[1.000 0.900 1.000],0.035,0.125,0.020,780,0.65,0,false,data/models/hpt_trustregion_promotion_20260726_round1_07_topology2_a_lvrt090_60ms_unbalanced_chunk01.zip,promoted_topology2_a_lvrt090_60ms,nearest_unbalanced_a_same_family,false,voltage_survival_boundary_probe
topology2_c_lvrt_200ms_0p900pu,c_lvrt_200ms_0p900pu,topology2,LVRT,0.900,0.200,200,c,single,c,[1.000 1.000 0.900],0.035,0.125,0.020,780,0.65,0,false,data/models/hpt_trustregion_promotion_20260726_round1_07_topology2_a_lvrt090_60ms_unbalanced_chunk01.zip,promoted_topology2_a_lvrt090_60ms,nearest_unbalanced_a_same_family,false,voltage_survival_boundary_probe
topology2_ab_lvrt_200ms_0p900pu,ab_lvrt_200ms_0p900pu,topology2,LVRT,0.900,0.200,200,ab,double,ab,[0.900 0.900 1.000],0.035,0.125,0.020,780,0.65,0,true,data/models/hpt_t2_ab_lvrt090_warm_sac_reganchor_20260722.zip,promoted_topology2_ab_lvrt090_60ms,nearest_unbalanced_ab_same_family,false,voltage_survival_boundary_probe
topology2_bc_lvrt_200ms_0p900pu,bc_lvrt_200ms_0p900pu,topology2,LVRT,0.900,0.200,200,bc,double,bc,[1.000 0.900 0.900],0.035,0.125,0.020,780,0.65,0,true,data/models/hpt_t2_ab_lvrt090_warm_sac_reganchor_20260722.zip,promoted_topology2_ab_lvrt090_60ms,nearest_unbalanced_ab_same_family,false,voltage_survival_boundary_probe
topology2_ca_lvrt_200ms_0p900pu,ca_lvrt_200ms_0p900pu,topology2,LVRT,0.900,0.200,200,ca,double,ca,[0.900 1.000 0.900],0.035,0.125,0.020,780,0.65,0,true,data/models/hpt_t2_ab_lvrt090_warm_sac_reganchor_20260722.zip,promoted_topology2_ab_lvrt090_60ms,nearest_unbalanced_ab_same_family,false,voltage_survival_boundary_probe
topology2_balanced_lvrt_200ms_0p950pu,balanced_lvrt_200ms_0p950pu,topology2,LVRT,0.950,0.200,200,balanced,balanced,,,0.080,0.125,0.020,780,0.65,0,true,data/models/hpt_t2_lvrt090_fr052_rr016_re008_phase_nonoise_actor_20260722_bc0.zip,promoted_topology2_balanced_lvrt090_60ms,nearest_balanced_same_family,false,voltage_survival_boundary_probe
topology2_a_lvrt_200ms_0p950pu,a_lvrt_200ms_0p950pu,topology2,LVRT,0.950,0.200,200,a,single,a,[0.950 1.000 1.000],0.035,0.125,0.020,780,0.65,0,false,data/models/hpt_trustregion_promotion_20260726_round1_07_topology2_a_lvrt090_60ms_unbalanced_chunk01.zip,promoted_topology2_a_lvrt090_60ms,nearest_unbalanced_a_same_family,false,voltage_survival_boundary_probe
topology2_b_lvrt_200ms_0p950pu,b_lvrt_200ms_0p950pu,topology2,LVRT,0.950,0.200,200,b,single,b,[1.000 0.950 1.000],0.035,0.125,0.020,780,0.65,0,false,data/models/hpt_trustregion_promotion_20260726_round1_07_topology2_a_lvrt090_60ms_unbalanced_chunk01.zip,promoted_topology2_a_lvrt090_60ms,nearest_unbalanced_a_same_family,false,voltage_survival_boundary_probe
topology2_c_lvrt_200ms_0p950pu,c_lvrt_200ms_0p950pu,topology2,LVRT,0.950,0.200,200,c,single,c,[1.000 1.000 0.950],0.035,0.125,0.020,780,0.65,0,false,data/models/hpt_trustregion_promotion_20260726_round1_07_topology2_a_lvrt090_60ms_unbalanced_chunk01.zip,promoted_topology2_a_lvrt090_60ms,nearest_unbalanced_a_same_family,false,voltage_survival_boundary_probe
